"","Isolate","Genotype","State","isotype","Height.cm.","X.Cankers","canker.cm","DS"
"526","TM_T2L4","Besc234","Tennessee","TM_T2L4--Besc234--Tennessee",32,7,0.210765599391351,5
"527","TM_T2L4","Besc400","Tennessee","TM_T2L4--Besc400--Tennessee",38.2,3.75,0.0974203239289447,4
"528","TM_T2L4","CMBF28-1","Tennessee","TM_T2L4--CMBF28-1--Tennessee",36.3,1.75,0.0501320571181225,5
"529","TM_T2L4","GW11026","Tennessee","TM_T2L4--GW11026--Tennessee",25,0.5,0.0212765957446807,1
"530","TM_T2L4","GW9823","Tennessee","TM_T2L4--GW9823--Tennessee",33.475,0.75,0.02037558685446,1
"531","WV1","Besc234","West Virginia","WV1--Besc234--West Virginia",42.125,5.75,0.140407628779845,4
"532","WV1","Besc400","West Virginia","WV1--Besc400--West Virginia",41,4.33333333333333,0.104949104949105,4
"533","WV1","CMBF28-1","West Virginia","WV1--CMBF28-1--West Virginia",44.875,3,0.0653210406969805,4
"534","WV1","GW11026","West Virginia","WV1--GW11026--West Virginia",36.6666666666667,10.3333333333333,0.293816137566138,4
"535","WV1","GW9823","West Virginia","WV1--GW9823--West Virginia",34.625,3.75,0.111247947454844,4
"536","WV2","Besc234","West Virginia","WV2--Besc234--West Virginia",46.625,5,0.106056008663398,3
"537","WV2","Besc400","West Virginia","WV2--Besc400--West Virginia",44.125,3.25,0.0703455834143958,3
"538","WV2","CMBF28-1","West Virginia","WV2--CMBF28-1--West Virginia",42.75,6.75,0.176493301314459,5
"539","WV2","GW11026","West Virginia","WV2--GW11026--West Virginia",44.125,5,0.119156161208375,4
"540","WV2","GW9823","West Virginia","WV2--GW9823--West Virginia",45.625,9,0.209188824287834,4
"541","WV3","Besc234","West Virginia","WV3--Besc234--West Virginia",42.25,2.5,0.0673870226501805,4
"542","WV3","Besc400","West Virginia","WV3--Besc400--West Virginia",44.5,8.5,0.176074685193226,1
"543","WV3","CMBF28-1","West Virginia","WV3--CMBF28-1--West Virginia",44.1666666666667,12.6666666666667,0.285307285307286,5
"544","WV3","GW11026","West Virginia","WV3--GW11026--West Virginia",48.5,12.75,0.266257052126617,5
"545","WV3","GW9823","West Virginia","WV3--GW9823--West Virginia",37,5.75,0.131833207589613,4
"546","WV4","Besc234","West Virginia","WV4--Besc234--West Virginia",29.875,13,0.459894461620673,5
"547","WV4","Besc400","West Virginia","WV4--Besc400--West Virginia",35.5,12,0.335686400272547,4
"548","WV4","CMBF28-1","West Virginia","WV4--CMBF28-1--West Virginia",34.25,8.25,0.233644278606965,5
"549","WV4","GW11026","West Virginia","WV4--GW11026--West Virginia",39.75,12.25,0.304275695459056,4
"550","WV4","GW9823","West Virginia","WV4--GW9823--West Virginia",35,7.75,0.226221847278677,4
